Country,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Happiness score,EPI.new,HLT.new,AIR.new,H2O.new,COE.new,BDH.new,Population (2020)
Tanzania,36.207706574472766,38.4512722935705,49.16358410300181,35.643560035197595,82.58177899010326,54.1715174716755,55.16341937949037,23.961602362931515,25.932203389830505,20.168067226890756,30.454042081949066,14.210526315789473,56.1,75.46948356807512,60012400.0
Thailand,73.29476123437496,69.70105090902354,84.42922718422817,73.8173934092099,86.72537901149724,73.93114590036865,90.7527144820965,64.37142329702789,32.542372881355924,38.895558223289314,31.782945736434108,53.57894736842105,17.5,53.521126760563384,69830779.0
Togo,45.87215094516834,35.39527023302283,46.35478734619065,26.182623377137872,55.42194073665928,38.71429813534627,71.32579495436893,31.530367362008505,25.593220338983045,8.163265306122447,16.943521594684384,0.2105263157894743,32.0,62.676056338028175,8310934.0
Tunisia,46.21158640205941,61.316204535628856,69.59209713495146,67.3267506230253,17.91475811179967,10.245196329330376,95.8341110229766,38.98836994646484,36.94915254237288,38.17527010804322,41.63898117386489,50.10526315789473,45.1,24.178403755868544,11839918.0
Uganda,45.64806201364068,35.918312484024156,74.69526466422387,32.56326522664426,57.94439180045471,47.97111735429994,86.61788134354173,40.5944249584641,28.64406779661016,16.206482593037215,24.031007751937985,13.263157894736842,14.4,82.15962441314554,45974931.0
Ukraine,52.05191296207225,57.764778068491495,83.91017673890222,56.87570481677534,77.99261907717272,89.0761905006573,88.73304504871572,49.47387853055197,52.03389830508474,38.655462184873954,33.44407530454042,52.8421052631579,59.9,65.61032863849766,43686577.0
United Arab Emirates,84.62415360456505,93.06193145222872,75.27517364624471,64.68645956118473,95.47550641668003,58.33316741760482,26.381704722008077,77.01679896621746,56.77966101694914,45.61824729891957,39.8671096345515,65.47368421052632,25.7,87.44131455399061,9910892.0
United Kingdom,84.37870667052091,85.71425555404471,83.95926535277225,82.06821904572303,82.73799540433106,74.9261371721309,35.28590589575941,83.7917666605132,99.66101694915253,87.03481392557025,80.73089700996677,100.0,62.0,88.84976525821597,67948282.0
United States,83.92909409400016,91.04130924221155,88.82618358775257,61.496147029605424,62.18023821994019,60.70124692984541,69.81283470619755,84.41942034336351,54.57627118644067,78.51140456182473,78.95902547065337,85.36842105263158,54.9,64.31924882629109,331341050.0
Uruguay,83.5888599306438,74.73359766289857,89.42934092469724,69.3069353467103,86.27753844104495,31.697973359000688,61.05273905705805,75.13383791766661,31.35593220338982,61.58463385354143,64.11960132890366,69.26315789473684,79.4,14.084507042253522,3475842.0
Uzbekistan,73.4362284193257,56.78967736931119,86.00580598318199,60.9460919871712,100.0,74.87304770708745,59.10816175827371,67.54661251615285,32.71186440677966,18.127250900360146,12.18161683277962,49.57894736842105,51.0,32.863849765258216,33551824.0
Venezuela,72.39328047511202,0.0,88.7078225967747,53.355339116118216,68.0682245923791,53.25318283456568,81.9742591539394,46.538674543105046,46.61016949152542,37.81512605042017,45.40420819490587,43.99999999999999,58.2,77.11267605633803,28421581.0
Zambia,27.930522891121424,41.90774091740818,51.66033609865465,15.401541188157836,78.59186241653069,54.792663142259784,85.23956622303118,25.03230570426436,33.05084745762711,11.764705882352942,19.82281284606866,8.94736842105263,46.6,100.0,18468257.0
Zimbabwe,31.250523804457057,35.14811711123291,57.88580594773042,12.211228656578529,48.017232244763264,29.561477414980153,76.27764877227035,10.91009784013292,46.27118644067796,12.60504201680672,20.15503875968992,12.52631578947368,45.5,91.43192488262912,14899771.0
,0.9528265025284389,0.7996171746242285,0.7672472033971438,0.7559439431201536,0.5727256118907915,0.1543213551908515,-0.5119631199163466,1.0,0.6853328942616597,0.7975316670935604,0.7373666226225396,0.7901333088531922,0.4538871988127483,0.304162012357516,-0.13692173354134313
